KO_EC_NUMBER	Silhouette_Index
K03170-[EC:5.6.2.2]	-0.0
K00443-[EC:1.12.98.1]	0.04
K22211-[EC:4.2.1.130]	0.02
K13668-[EC:2.4.1.346]	0.06
K01042-[EC:2.9.1.1]	0.0
K01525-[EC:3.6.1.41]	0.03
K21147-[EC:2.8.1.11]	0.05
K00090-[EC:1.1.1.81]	0.09
K06041-[EC:5.3.1.13]	-0.01
K01805-[EC:5.3.1.5]	0.12
K17851-[EC:1.5.99.13]	0.36
K01483-[EC:4.3.2.3]	0.07
K21132-[EC:3.2.1.130]	0.66
K11633-[EC:2.7.13.3]	0.51
K20993-[EC:3.1.1.88]	-0.01
K13786-[EC:1.16.8.1]	0.25
K20964-[EC:3.1.4.52]	0.09
K00004-[EC:1.1.1.303]	0.01
K16838-[EC:1.7.3.3]	-0.01
K00545-[EC:2.1.1.6]	0.06
K00392-[EC:1.8.7.1]	0.08
K13328-[EC:4.2.1.164]	-0.18
K02435-[EC:6.3.5.6]	0.03
K01870-[EC:6.1.1.5]	0.04
K18429-[EC:3.2.1.184]	-0.05
K13950-[EC:2.6.1.85]	0.03
K07540-[EC:4.1.99.11]	-0.02
K00076-[EC:1.1.1.159]	0.08
K19701-[EC:3.4.11.10]	0.11
K07655-[EC:2.7.13.3]	0.05
K00281-[EC:1.4.4.2]	0.03
K01810-[EC:5.3.1.9]	-0.01
K14260-[EC:2.6.1.66]	0.08
K16649-[EC:2.4.1.287]	0.05
K16188-[EC:4.2.3.130]	0.15
K10221-[EC:3.1.1.57]	0.14
K11754-[EC:6.3.2.12]	0.1
K00209-[EC:1.3.1.9]	0.1
K19290-[EC:2.4.1.33]	-0.15
K22305-[EC:3.1.3.3]	0.02
K03779-[EC:4.2.1.32]	0.07
K16216-[EC:1.1.1.320]	0.19
K00639-[EC:2.3.1.29]	0.12
K17216-[EC:2.5.1.134]	0.03
K14447-[EC:5.4.99.63]	-0.07
K05926-[EC:2.1.1.230]	0.08
K01895-[EC:6.2.1.1]	0.02
K02045-[EC:7.3.2.3]	0.02
K02478-[EC:2.7.13.3]	0.04
K20943-[EC:1.14.13.219]	0.86
K03058-[EC:2.7.7.6]	0.04
K22024-[EC:1.1.1.409]	0.12
K01303-[EC:3.4.19.1]	-0.03
K01226-[EC:3.2.1.93]	0.05
K00088-[EC:1.1.1.205]	-0.06
K00846-[EC:2.7.1.3]	0.01
K01597-[EC:4.1.1.33]	0.04
K16838-[EC:4.1.1.97]	-0.01
K02371-[EC:1.3.1.9]	-0.01
K01775-[EC:5.1.1.1]	0.15
K06013-[EC:3.4.24.84]	0.05
K03412-[EC:3.1.1.61]	0.03
K02851-[EC:2.7.8.33]	0.11
K00300-[EC:1.5.1.5]	0.27
K14070-[EC:1.12.98.3]	-0.11
K12974-[EC:2.3.1.242]	-0.05
K23304-[EC:2.3.1.30]	0.03
K11214-[EC:2.7.1.14]	0.05
K01115-[EC:3.1.4.4]	0.02
K13061-[EC:2.3.1.184]	0.03
K05590-[EC:3.6.4.13]	0.34
K03407-[EC:2.7.13.3]	0.11
K00561-[EC:2.1.1.184]	0.1
K21302-[EC:3.1.3.64]	0.16
K03787-[EC:3.1.3.5]	0.02
K22797-[EC:2.3.1.273]	0.07
K00673-[EC:2.3.1.109]	0.04
K01974-[EC:6.5.1.4]	0.07
K04718-[EC:2.7.1.91]	-0.02
K01673-[EC:4.2.1.1]	-0.03
K11410-[EC:1.3.99.12]	-0.37
K20116-[EC:2.7.1.199]	0.11
K00024-[EC:1.1.1.37]	0.06
K19814-[EC:5.4.3.9]	0.05
K01620-[EC:4.1.2.48]	0.01
K02427-[EC:2.1.1.166]	0.04
K22893-[EC:2.7.11.1]	0.05
K20791-[EC:2.3.1.255]	0.58
K12217-[EC:7.2.4.8]	-0.01
K00864-[EC:2.7.1.30]	0.02
K07302-[EC:1.3.99.16]	0.02
K03431-[EC:5.4.2.10]	0.01
K03802-[EC:6.3.2.30]	0.08
K03852-[EC:2.3.3.15]	0.04
K15739-[EC:6.1.2.1]	-0.14
K05523-[EC:3.5.1.124]	-0.04
K21062-[EC:3.5.4.22]	0.04
K22322-[EC:1.1.1.413]	0.03
K18371-[EC:1.14.13.226]	-0.08
K04940-[EC:1.5.1.28]	0.03
K06044-[EC:5.4.99.15]	0.01
K03594-[EC:1.16.3.1]	-0.0
K03707-[EC:3.5.99.2]	0.06
K03380-[EC:1.14.13.7]	0.03
K01778-[EC:5.1.1.7]	0.14
K07708-[EC:2.7.13.3]	0.08
K13554-[EC:2.4.2.49]	0.66
K13069-[EC:2.7.7.65]	0.01
K18067-[EC:1.3.1.64]	0.03
K00023-[EC:1.1.1.36]	0.21
K00696-[EC:2.4.1.14]	0.07
K14153-[EC:2.7.1.49]	-0.02
K23414-[EC:2.3.1.282]	0.27
K04757-[EC:2.7.11.1]	0.16
K03760-[EC:2.7.8.43]	0.16
K15904-[EC:2.7.11.1]	0.18
K08600-[EC:3.4.22.71]	0.1
K01465-[EC:3.5.2.3]	0.13
K22405-[EC:1.6.3.4]	0.06
K00758-[EC:2.4.2.4]	0.06
K06969-[EC:2.1.1.191]	-0.01
K11628-[EC:2.3.1.111]	-0.24
K22617-[EC:2.3.1.270]	0.11
K00963-[EC:2.7.7.9]	-0.05
K10681-[EC:2.7.13.3]	0.11
K00886-[EC:2.7.1.63]	-0.13
K08483-[EC:2.7.3.9]	0.02
K01443-[EC:3.5.1.25]	0.06
K21364-[EC:2.4.1.304]	0.14
K07636-[EC:2.7.13.3]	0.09
K05304-[EC:2.5.1.132]	0.05
K22168-[EC:1.5.98.3]	-0.07
K15924-[EC:3.2.1.136]	0.07
K00702-[EC:2.4.1.20]	0.02
K00036-[EC:1.1.1.49]	0.09
K01961-[EC:6.4.1.2]	0.04
K00207-[EC:1.3.1.2]	0.59
K18456-[EC:3.5.4.32]	0.32
K18775-[EC:3.2.1.64]	0.05
K13005-[EC:2.4.1.60]	0.25
K15230-[EC:2.3.3.8]	-0.06
K01208-[EC:3.2.1.54]	-0.04
K10747-[EC:6.5.1.6]	0.06
K14069-[EC:1.12.98.3]	-0.1
K08318-[EC:1.1.1.373]	-0.22
K02217-[EC:1.16.3.2]	0.11
K18151-[EC:3.5.1.116]	0.04
K21065-[EC:3.2.1.197]	0.09
K07739-[EC:2.3.1.48]	0.05
K13571-[EC:6.3.1.19]	0.11
K00111-[EC:1.1.5.3]	-0.01
K23372-[EC:6.3.2.54]	0.41
K18545-[EC:3.4.21.81]	0.05
K01661-[EC:4.1.3.36]	0.01
K11717-[EC:4.4.1.16]	0.09
K20958-[EC:2.7.7.65]	0.03
K01796-[EC:5.1.99.4]	0.04
K17063-[EC:7.4.2.1]	0.12
K00624-[EC:2.3.1.7]	0.05
K11627-[EC:6.1.1.26]	0.02
K19271-[EC:2.3.1.28]	0.02
K03046-[EC:2.7.7.6]	0.03
K18966-[EC:4.1.1.29]	0.02
K13923-[EC:2.3.1.222]	0.07
K04084-[EC:1.8.1.8]	-0.01
K00075-[EC:1.3.1.98]	0.01
K01607-[EC:4.1.1.44]	0.0
K01207-[EC:3.2.1.52]	0.06
K18911-[EC:2.1.1.44]	0.2
K21147-[EC:2.7.7.80]	0.05
K12660-[EC:4.1.2.53]	-0.12
K09698-[EC:6.1.1.24]	0.23
K11357-[EC:2.7.13.3]	0.06
K00045-[EC:1.1.1.67]	-0.01
K16046-[EC:1.14.15.28]	-0.04
K00329-[EC:7.1.1.2]	0.18
K01137-[EC:3.1.6.14]	-0.01
K03390-[EC:1.8.98.6]	0.01
K07518-[EC:3.1.1.22]	0.3
K00293-[EC:1.5.1.10]	0.08
K11066-[EC:3.5.1.28]	0.11
K06153-[EC:3.6.1.27]	0.08
K15526-[EC:6.3.1.13]	0.06
K01385-[EC:3.4.23.42]	0.07
K07812-[EC:1.7.2.3]	0.08
K15512-[EC:1.14.13.208]	0.02
K08689-[EC:1.14.12.18]	0.07
K16320-[EC:1.14.12.1]	0.04
K01181-[EC:3.2.1.8]	0.07
K01096-[EC:3.1.3.4]	0.39
K11206-[EC:3.5.1.128]	0.07
K12555-[EC:3.4.16.4]	0.03
K08961-[EC:4.2.2.21]	0.01
K00995-[EC:2.7.8.5]	0.01
K03943-[EC:1.6.99.3]	0.09
K04099-[EC:1.13.11.57]	0.03
K02858-[EC:4.1.99.12]	0.03
K18534-[EC:2.1.1.295]	0.1
K15778-[EC:5.4.2.8]	0.13
K21551-[EC:2.1.1.106]	-0.01
K05358-[EC:1.1.5.8]	0.12
K01716-[EC:5.3.3.14]	0.05
K00600-[EC:2.1.2.1]	0.02
K14974-[EC:1.14.13.114]	0.03
K00531-[EC:1.18.6.1]	0.05
K01635-[EC:4.1.2.40]	0.13
K16619-[EC:3.1.4.3]	0.67
K22219-[EC:1.14.14.21]	-0.12
K18016-[EC:1.12.7.2]	0.01
K01619-[EC:4.1.2.4]	0.04
K11181-[EC:1.8.99.5]	0.0
K01153-[EC:3.1.21.3]	-0.02
K03692-[EC:2.4.1.213]	-0.04
K07009-[EC:6.3.5.13]	0.05
K02551-[EC:2.2.1.9]	0.08
K00643-[EC:2.3.1.37]	0.05
K01630-[EC:4.1.2.20]	0.17
K00558-[EC:2.1.1.37]	0.03
K18017-[EC:1.12.7.2]	0.02
K14469-[EC:6.2.1.36]	0.39
K15231-[EC:2.3.3.8]	-0.02
K11755-[EC:3.5.4.19]	0.07
K22955-[EC:2.3.1.184]	0.03
K18127-[EC:4.1.2.51]	0.3
K00692-[EC:2.4.1.10]	0.02
K20446-[EC:1.17.1.5]	0.02
K05363-[EC:2.3.2.10]	0.0
K15922-[EC:3.2.1.199]	0.14
K20903-[EC:4.2.1.167]	-0.04
K00166-[EC:1.2.4.4]	0.16
K02496-[EC:2.1.1.107]	0.12
K01659-[EC:2.3.3.5]	0.1
K00140-[EC:1.2.1.27]	0.01
K22167-[EC:1.5.98.3]	0.15
K00057-[EC:1.1.1.94]	0.0
K03167-[EC:5.6.2.2]	0.09
K08298-[EC:2.8.3.21]	-0.2
K03418-[EC:3.5.1.56]	-0.01
K10773-[EC:4.2.99.18]	0.06
K17483-[EC:1.14.19.70]	0.31
K21814-[EC:3.1.3.16]	0.35
K22477-[EC:2.3.1.1]	0.13
K20151-[EC:2.4.1.65]	0.18
K13778-[EC:6.4.1.5]	0.02
K01585-[EC:4.1.1.19]	0.03
K13799-[EC:2.7.4.25]	0.01
K00596-[EC:4.1.1.64]	-0.09
K21071-[EC:2.7.1.90]	0.07
K18104-[EC:7.6.2.2]	0.01
K03335-[EC:4.2.1.44]	0.06
K03168-[EC:5.6.2.1]	0.07
K01887-[EC:6.1.1.19]	-0.0
K00577-[EC:2.1.1.86]	0.01
K15566-[EC:2.1.1.218]	0.15
K01273-[EC:3.4.13.19]	0.23
K04040-[EC:2.5.1.133]	0.03
K00014-[EC:1.1.1.25]	0.1
K03587-[EC:3.4.16.4]	-0.01
K22994-[EC:4.2.2.9]	0.23
K07677-[EC:2.7.13.3]	0.45
K22081-[EC:2.1.1.21]	0.05
K20530-[EC:7.4.2.8]	0.11
K02316-[EC:2.7.7.101]	-0.02
K16876-[EC:6.2.1.31]	0.31
K21285-[EC:2.7.8.44]	0.05
K01011-[EC:2.8.1.1]	0.01
K08095-[EC:3.1.1.74]	0.03
K13832-[EC:1.1.1.25]	0.15
K23124-[EC:3.5.2.9]	0.23
K17484-[EC:2.3.2.21]	0.26
K01507-[EC:3.6.1.1]	0.01
K22310-[EC:2.3.2.30]	0.17
K07641-[EC:2.7.13.3]	0.14
K05998-[EC:3.4.21.100]	0.04
K10150-[EC:2.5.1.47]	0.1
K07246-[EC:1.1.1.83]	0.06
K20445-[EC:1.17.1.5]	0.2
K01733-[EC:4.2.3.1]	-0.0
K13831-[EC:5.3.1.27]	0.02
K13938-[EC:1.5.1.3]	0.09
K01251-[EC:3.3.1.1]	0.05
K06001-[EC:4.2.1.20]	0.13
K02501-[EC:4.3.2.10]	0.06
K22314-[EC:3.4.19.16]	0.01
K12960-[EC:3.5.4.31]	-0.01
K22847-[EC:2.8.5.1]	-0.0
K05341-[EC:2.4.1.4]	0.04
K05343-[EC:5.4.99.16]	0.02
K07313-[EC:3.1.3.16]	-0.04
K14157-[EC:1.5.1.9]	0.02
K11530-[EC:5.3.1.32]	-0.03
K20023-[EC:4.2.1.42]	0.14
K18006-[EC:1.12.1.2]	0.04
K05889-[EC:1.1.2.6]	0.44
K03918-[EC:2.6.1.36]	0.12
K01781-[EC:5.1.2.2]	-0.01
K21911-[EC:5.3.1.34]	-0.01
K01434-[EC:3.5.1.11]	-0.04
K08651-[EC:3.4.21.66]	0.05
K07704-[EC:2.7.13.3]	0.12
K03052-[EC:2.7.7.6]	0.27
K03785-[EC:4.2.1.10]	0.0
K01593-[EC:4.1.1.28]	0.07
K00252-[EC:1.3.8.6]	0.07
K16161-[EC:1.14.13.25]	0.23
K06898-[EC:2.5.1.143]	0.0
K19621-[EC:2.7.13.3]	0.24
K01129-[EC:3.1.5.1]	0.04
K15915-[EC:2.7.8.36]	0.24
K03216-[EC:2.1.1.207]	0.01
K00986-[EC:2.7.7.49]	0.29
K01584-[EC:4.1.1.19]	0.14
K00619-[EC:2.3.1.1]	0.08
K03336-[EC:3.7.1.22]	0.06
K15020-[EC:1.3.1.84]	0.05
K18361-[EC:1.17.5.1]	0.04
K19560-[EC:3.1.1.85]	0.18
K11199-[EC:2.7.1.195]	0.02
K00527-[EC:1.17.4.2]	-0.08
K00010-[EC:1.1.1.18]	0.0
K02619-[EC:4.1.3.38]	-0.01
K01046-[EC:3.1.1.3]	-0.03
K00873-[EC:2.7.1.40]	0.02
K08092-[EC:1.1.1.130]	0.01
K01971-[EC:6.5.1.1]	0.0
K02626-[EC:4.1.1.19]	0.03
K09847-[EC:1.14.15.9]	0.16
K10814-[EC:1.4.99.5]	0.03
K01156-[EC:3.1.21.5]	0.08
K02492-[EC:1.2.1.70]	0.06
K04097-[EC:2.5.1.18]	0.01
K19820-[EC:1.5.99.4]	-0.11
K19660-[EC:1.1.1.376]	0.17
K18457-[EC:3.5.1.101]	-0.02
K21612-[EC:6.4.1.9]	0.28
K03602-[EC:3.1.11.6]	-0.01
K05577-[EC:7.1.1.2]	-0.01
K03928-[EC:3.1.1.1]	0.04
K19802-[EC:5.1.1.20]	0.13
K14252-[EC:1.14.13.232]	-0.02
K00958-[EC:2.7.7.4]	0.17
K18701-[EC:2.8.4.2]	0.02
K08300-[EC:3.1.26.12]	-0.08
K03722-[EC:3.6.4.12]	0.03
K15729-[EC:5.3.99.3]	0.31
K22129-[EC:2.7.1.219]	-0.0
K11395-[EC:4.1.2.55]	0.01
K18913-[EC:4.4.1.36]	0.09
K00058-[EC:1.1.1.399]	0.17
K01925-[EC:6.3.2.9]	0.08
K22879-[EC:1.14.13.113]	0.02
K01284-[EC:3.4.15.5]	0.02
K06914-[EC:6.3.4.24]	0.25
K04105-[EC:6.2.1.27]	0.02
K06173-[EC:5.4.99.12]	0.03
K18013-[EC:2.3.1.247]	0.01
K17675-[EC:3.6.4.13]	0.04
K00972-[EC:2.7.7.23]	0.12
K13020-[EC:1.1.1.335]	0.24
K00104-[EC:1.1.3.15]	0.06
K19176-[EC:3.5.1.99]	0.26
K08968-[EC:1.8.4.14]	0.1
K02334-[EC:2.7.7.7]	-0.01
K00077-[EC:1.1.1.169]	-0.05
K13503-[EC:4.1.3.27]	0.31
K05308-[EC:4.2.1.140]	0.63
K01085-[EC:3.1.3.10]	0.12
K03850-[EC:2.4.1.256]	0.5
K19969-[EC:4.2.3.152]	-0.02
K10251-[EC:1.1.1.330]	0.65
K12267-[EC:1.8.4.11]	0.08
K23095-[EC:2.1.1.329]	0.17
K13789-[EC:2.5.1.10]	-0.15
K06033-[EC:4.1.1.76]	-0.08
K05887-[EC:1.1.1.282]	-0.41
K13039-[EC:4.1.1.79]	0.02
K13821-[EC:1.5.5.2]	0.03
K00304-[EC:1.5.3.1]	0.03
K03149-[EC:2.8.1.10]	0.02
K02203-[EC:3.1.3.3]	0.1
K00455-[EC:1.13.11.15]	0.07
K13829-[EC:4.2.3.4]	0.05
K16305-[EC:2.2.1.11]	-0.04
K00684-[EC:2.3.2.6]	0.03
K00050-[EC:1.1.1.81]	0.1
K10536-[EC:3.5.3.12]	0.04
K01966-[EC:2.1.3.15]	0.02
K03782-[EC:1.11.1.21]	0.07
K10775-[EC:4.3.1.24]	0.33
K01537-[EC:7.2.2.10]	0.05
K00606-[EC:2.1.2.11]	0.03
K18088-[EC:1.18.1.3]	0.71
K03339-[EC:4.1.2.29]	0.12
K00566-[EC:2.8.1.13]	0.09
K00036-[EC:1.1.1.363]	0.09
K12960-[EC:3.5.4.28]	-0.01
K04517-[EC:1.3.1.12]	-0.05
K14441-[EC:2.8.4.4]	0.04
K20422-[EC:2.3.1.237]	-0.11
K00311-[EC:1.5.5.1]	0.03
K08324-[EC:1.2.1.16]	-0.02
K21363-[EC:2.4.1.305]	0.06
K01485-[EC:3.5.4.21]	0.02
K03366-[EC:1.1.1.304]	0.04
K00087-[EC:1.17.1.4]	0.42
K17487-[EC:3.1.4.56]	0.03
K06177-[EC:5.4.99.28]	0.03
K00928-[EC:2.7.2.4]	-0.0
K00851-[EC:2.7.1.12]	-0.08
K00467-[EC:1.13.12.4]	0.03
K16158-[EC:1.14.13.25]	0.44
K01259-[EC:3.4.11.5]	0.01
K21512-[EC:3.1.21.4]	0.38
K00020-[EC:1.1.1.31]	0.02
K06269-[EC:3.1.3.16]	-0.07
K05942-[EC:2.3.3.3]	0.22
K02010-[EC:7.2.2.7]	0.01
K11389-[EC:1.2.7.6]	0.28
K18827-[EC:2.1.1.294]	-0.03
K00226-[EC:1.3.98.1]	0.0
K20117-[EC:2.7.1.199]	0.09
K00803-[EC:2.5.1.26]	0.01
K07132-[EC:3.6.1.3]	0.15
K22473-[EC:1.1.5.5]	-0.26
K05304-[EC:2.5.1.57]	0.05
K00448-[EC:1.13.11.3]	0.09
K20938-[EC:1.14.14.28]	0.05
K01139-[EC:2.7.6.5]	0.04
K01815-[EC:5.3.1.17]	0.16
K01154-[EC:3.1.21.3]	0.01
K00981-[EC:2.7.7.41]	0.07
K21029-[EC:2.7.7.80]	0.07
K00962-[EC:2.7.7.8]	0.06
K12453-[EC:1.1.1.342]	0.27
K16952-[EC:1.13.11.55]	-0.05
K19278-[EC:2.3.1.82]	0.39
K17067-[EC:1.1.99.37]	-0.15
K22568-[EC:6.4.1.2]	0.04
K17722-[EC:1.3.1.1]	0.07
K01596-[EC:4.1.1.32]	-0.01
K04072-[EC:1.1.1.1]	0.04
K00504-[EC:1.14.17.3]	-0.01
K01876-[EC:6.1.1.12]	0.1
K15780-[EC:2.4.2.8]	0.31
K10715-[EC:2.7.13.3]	0.21
K14580-[EC:1.14.12.24]	-0.34
K09251-[EC:2.6.1.82]	0.22
K21297-[EC:1.5.1.36]	-0.01
K08281-[EC:3.5.1.19]	-0.01
K05966-[EC:2.4.2.52]	0.17
K03333-[EC:1.1.3.6]	0.03
K16148-[EC:2.4.1.342]	0.02
K13787-[EC:2.5.1.29]	0.05
K01755-[EC:4.3.2.1]	0.03
K05970-[EC:3.1.1.53]	-0.0
K03919-[EC:1.14.11.33]	0.07
K20965-[EC:3.1.4.52]	0.25
K06881-[EC:3.1.13.3]	0.11
K20428-[EC:2.6.1.33]	0.11
K03430-[EC:2.6.1.37]	0.03
K04712-[EC:1.14.19.17]	0.02
K17486-[EC:2.1.1.269]	-0.11
K12234-[EC:6.3.2.34]	0.02
K01089-[EC:3.1.3.15]	0.08
K21577-[EC:1.21.4.3]	0.07
K02236-[EC:3.4.23.43]	0.09
K05583-[EC:7.1.1.2]	0.07
K19199-[EC:2.1.1.43]	0.42
K14267-[EC:2.6.1.17]	0.35
K18472-[EC:6.4.1.3]	-0.05
K08320-[EC:3.6.1.65]	0.09
K23144-[EC:2.7.7.83]	0.04
K01578-[EC:4.1.1.9]	0.02
K14467-[EC:6.2.1.40]	0.26
K00925-[EC:2.7.2.1]	0.1
K00712-[EC:2.4.1.52]	0.06
K02527-[EC:2.4.99.14]	-0.01
K00796-[EC:2.5.1.15]	0.02
K14165-[EC:3.1.3.16]	0.04
K10530-[EC:1.1.3.2]	0.34
K18028-[EC:1.13.11.9]	0.03
K03789-[EC:2.3.1.266]	0.06
K13609-[EC:1.5.1.21]	0.14
K07508-[EC:2.3.1.16]	0.1
K00193-[EC:2.3.1.169]	0.01
K02231-[EC:2.7.7.62]	0.1
K21298-[EC:2.4.1.333]	0.0
K18770-[EC:3.4.16.4]	0.35
K02297-[EC:7.1.1.3]	0.05
K15856-[EC:1.1.1.281]	-0.04
K00244-[EC:1.3.5.4]	0.03
K13063-[EC:2.6.1.86]	0.07
K17108-[EC:3.2.1.45]	0.2
K22838-[EC:2.3.1.272]	0.32
K08077-[EC:3.6.1.45]	0.06
K18258-[EC:1.5.1.25]	0.24
K00819-[EC:2.6.1.13]	0.07
K01736-[EC:4.2.3.5]	0.01
K17989-[EC:4.3.1.19]	0.12
K15059-[EC:1.13.11.76]	0.13
K01633-[EC:5.1.99.8]	0.06
K02813-[EC:2.7.1.206]	-0.03
K02768-[EC:2.7.1.202]	0.12
K18850-[EC:1.14.11.47]	0.21
K01176-[EC:3.2.1.1]	-0.01
K12524-[EC:2.7.2.4]	0.14
K18240-[EC:4.1.3.45]	0.21
K01205-[EC:3.2.1.50]	-0.03
K13028-[EC:4.99.1.5]	0.03
K00021-[EC:1.1.1.34]	0.15
K02852-[EC:2.4.1.180]	0.14
K01639-[EC:4.1.3.3]	0.12
K00354-[EC:1.6.99.1]	0.08
K15016-[EC:4.2.1.17]	0.04
K07404-[EC:3.1.1.31]	0.08
K11614-[EC:2.7.13.3]	0.1
K01501-[EC:3.5.5.1]	0.0
K23144-[EC:2.3.1.157]	0.04
K10747-[EC:6.5.1.7]	0.06
K07315-[EC:3.1.3.3]	-0.13
K03774-[EC:5.2.1.8]	0.14
K00203-[EC:1.2.7.12]	0.04
K00863-[EC:2.7.1.28]	0.06
K18242-[EC:1.14.13.172]	0.29
K09846-[EC:2.1.1.210]	0.01
K02000-[EC:7.6.2.9]	-0.01
K00249-[EC:1.3.8.7]	-0.0
K08302-[EC:4.1.2.40]	0.07
K16011-[EC:5.3.1.8]	0.01
K17992-[EC:1.12.1.3]	0.04
K01884-[EC:6.1.1.16]	0.14
K22409-[EC:3.5.1.28]	0.43
K17249-[EC:2.4.1.292]	0.03
K15864-[EC:1.7.99.1]	0.08
K03411-[EC:3.5.1.44]	0.04
K05305-[EC:2.7.1.52]	0.06
K14727-[EC:3.1.1.24]	0.01
K00232-[EC:1.3.3.6]	0.05
K07246-[EC:4.1.1.73]	0.06
K02618-[EC:3.3.2.12]	0.09
K18766-[EC:3.5.2.6]	0.32
K23144-[EC:2.7.7.23]	0.04
K06927-[EC:6.3.1.14]	0.04
K01523-[EC:3.6.1.31]	0.02
K06970-[EC:2.1.1.181]	0.19
K18649-[EC:3.1.3.25]	0.23
K21636-[EC:1.1.98.6]	0.19
K09789-[EC:3.1.1.85]	0.07
K23259-[EC:1.1.1.80]	-0.01
K01481-[EC:3.5.3.15]	0.04
K00950-[EC:2.7.6.3]	0.11
K00760-[EC:2.4.2.8]	0.17
K15634-[EC:5.4.2.12]	0.25
K00140-[EC:1.2.1.18]	0.01
K20844-[EC:3.2.1.55]	0.01
K10027-[EC:1.3.99.28]	0.02
K02818-[EC:2.7.1.201]	0.2
K21910-[EC:5.3.1.33]	0.12
K01086-[EC:3.1.3.11]	-0.06
K22309-[EC:2.1.1.344]	0.02
K19572-[EC:3.5.4.4]	-0.0
K18209-[EC:1.3.4.1]	0.2
K07547-[EC:1.1.1.35]	0.68
K01890-[EC:6.1.1.20]	0.04
K00681-[EC:3.4.19.13]	0.02
K18143-[EC:2.7.13.3]	0.05
K00073-[EC:1.1.1.350]	0.14
K17745-[EC:1.1.1.325]	-0.01
K18109-[EC:4.2.3.90]	-0.18
K00038-[EC:1.1.1.53]	0.06
K20974-[EC:2.7.13.3]	0.47
K13967-[EC:2.7.1.60]	0.36
K01819-[EC:5.3.1.26]	0.0
K21577-[EC:1.21.4.2]	0.07
K18030-[EC:1.17.2.1]	0.07
K02226-[EC:3.1.3.73]	-0.01
K05578-[EC:7.1.1.2]	0.01
K19306-[EC:2.1.1.309]	0.55
K01083-[EC:3.1.3.8]	-0.06
K00720-[EC:2.4.1.80]	0.06
K03342-[EC:4.1.3.38]	-0.0
K23121-[EC:4.2.1.172]	0.19
K09709-[EC:4.2.1.153]	-0.01
K09565-[EC:5.2.1.8]	-0.16
K22176-[EC:1.1.98.4]	0.01
K00053-[EC:1.1.1.86]	0.02
K22969-[EC:1.1.1.47]	0.14
K20038-[EC:4.3.99.4]	-0.05
K00999-[EC:2.7.8.11]	0.31
K13327-[EC:1.1.1.384]	-0.05
K02345-[EC:2.7.7.7]	0.03
K08587-[EC:3.4.22.8]	-0.08
K01514-[EC:3.6.1.11]	-0.11
K11434-[EC:2.1.1.319]	-0.0
K21620-[EC:1.1.1.16]	0.04
K00399-[EC:2.8.4.1]	0.09
K11711-[EC:2.7.13.3]	0.03
K00693-[EC:2.4.1.11]	0.07
K11263-[EC:6.3.4.14]	0.02
K14727-[EC:4.1.1.44]	0.01
K07640-[EC:2.7.13.3]	0.43
K19659-[EC:4.2.1.119]	-0.05
K03770-[EC:5.2.1.8]	-0.03
K08265-[EC:1.8.98.1]	0.16
K21481-[EC:1.14.99.57]	0.19
K20861-[EC:3.1.3.102]	0.13
K15587-[EC:7.2.2.11]	0.05
K01491-[EC:3.5.4.9]	-0.02
K20846-[EC:3.2.1.83]	-0.29
K03793-[EC:1.5.1.33]	-0.03
K15904-[EC:2.3.1.234]	0.18
K05587-[EC:7.1.1.2]	0.08
K11780-[EC:4.3.1.32]	0.11
K13037-[EC:6.3.2.49]	-0.31
K03856-[EC:2.5.1.54]	-0.03
K00798-[EC:2.5.1.17]	0.16
K22363-[EC:4.4.1.23]	0.62
K01580-[EC:4.1.1.15]	-0.02
K15652-[EC:4.2.1.118]	0.07
K13812-[EC:4.1.2.43]	0.05
K00302-[EC:1.5.3.1]	0.12
K00620-[EC:2.3.1.35]	0.04
K08646-[EC:3.4.24.20]	0.01
K18800-[EC:1.14.13.240]	0.23
K02469-[EC:5.6.2.2]	0.12
K18365-[EC:4.1.3.39]	-0.03
K18581-[EC:3.2.1.180]	0.03
K15067-[EC:3.5.99.5]	0.02
K09879-[EC:1.3.99.40]	0.14
K06447-[EC:1.2.1.71]	0.09
K09844-[EC:4.2.1.131]	0.1
K05350-[EC:3.2.1.21]	-0.1
K00860-[EC:2.7.1.25]	0.02
K01144-[EC:3.1.11.5]	0.1
K03394-[EC:2.1.1.151]	0.04
K21515-[EC:2.1.1.209]	0.12
K01075-[EC:3.1.2.23]	-0.0
K10804-[EC:3.1.1.5]	0.0
K00789-[EC:2.5.1.6]	-0.03
K01364-[EC:3.4.22.10]	-0.87
K01581-[EC:4.1.1.17]	0.03
K13812-[EC:4.2.1.147]	0.05
K04781-[EC:4.2.99.21]	0.07
K00319-[EC:1.5.98.1]	0.13
K23156-[EC:2.3.1.279]	0.06
K02749-[EC:2.7.1.208]	0.1
K18072-[EC:2.7.13.3]	0.24
K03637-[EC:4.6.1.17]	-0.02
K19978-[EC:2.7.1.187]	-0.0
K20026-[EC:4.2.1.157]	0.04
K01825-[EC:5.3.3.8]	0.24
K02805-[EC:2.6.1.59]	0.34
K14451-[EC:3.1.2.30]	0.6
K12525-[EC:2.7.2.4]	0.46
K15854-[EC:1.14.14.3]	0.39
K06045-[EC:5.4.99.17]	0.01
K00555-[EC:2.1.1.215]	0.06
K19715-[EC:2.6.1.109]	0.01
K00164-[EC:1.2.4.2]	0.05
